test_date,new_positive,issue_date
2021-09-08,0,2021-09-09
2021-09-07,963,2021-09-09
2021-09-06,2719,2021-09-09
2021-09-05,3138,2021-09-09
2021-09-04,5171,2021-09-09
2021-09-03,8322,2021-09-09
2021-09-02,9558,2021-09-09
2021-09-01,10625,2021-09-09
2021-08-31,10674,2021-09-09
2021-08-30,11245,2021-09-09
2021-08-29,5329,2021-09-09
2021-08-28,6861,2021-09-09
2021-08-27,10466,2021-09-09
2021-08-26,11877,2021-09-09
2021-08-25,13015,2021-09-09
2021-08-24,13515,2021-09-09
2021-08-23,14843,2021-09-09
2021-08-22,7182,2021-09-09
2021-08-21,8637,2021-09-09
2021-08-20,13091,2021-09-09
2021-08-19,13700,2021-09-09
2021-08-18,14789,2021-09-09
2021-08-17,15191,2021-09-09
2021-08-16,15843,2021-09-09
2021-08-15,7980,2021-09-09
2021-08-14,9434,2021-09-09
2021-08-13,13592,2021-09-09
2021-08-12,14437,2021-09-09
2021-08-11,15268,2021-09-09
2021-08-10,15976,2021-09-09
2021-08-09,16039,2021-09-09
2021-08-08,8486,2021-09-09
2021-08-07,9516,2021-09-09
2021-08-06,12718,2021-09-09
2021-08-05,13672,2021-09-09
2021-08-04,13902,2021-09-09
2021-08-03,14196,2021-09-09
2021-08-02,13866,2021-09-09
2021-08-01,8329,2021-09-09
2021-07-31,8392,2021-09-09
2021-07-30,10959,2021-09-09
2021-07-29,11637,2021-09-09
2021-07-28,11721,2021-09-09
2021-07-27,11132,2021-09-09
2021-07-26,11615,2021-09-09
2021-07-25,6349,2021-09-09
2021-07-24,6682,2021-09-09
2021-07-23,8011,2021-09-09
2021-07-22,8231,2021-09-09
2021-07-21,8679,2021-09-09
2021-07-20,8261,2021-09-09
2021-07-19,8295,2021-09-09
2021-07-18,4724,2021-09-09
2021-07-17,4610,2021-09-09
2021-07-16,5905,2021-09-09
2021-07-15,5800,2021-09-09
2021-07-14,5509,2021-09-09
2021-07-13,5332,2021-09-09
2021-07-12,5317,2021-09-09
2021-07-11,3099,2021-09-09
2021-07-10,3105,2021-09-09
2021-07-09,3576,2021-09-09
2021-07-08,3557,2021-09-09
2021-07-07,3732,2021-09-09
2021-07-06,3574,2021-09-09
2021-07-05,2738,2021-09-09
2021-07-04,1538,2021-09-09
2021-07-03,1688,2021-09-09
2021-07-02,2009,2021-09-09
2021-07-01,2139,2021-09-09
2021-06-30,1993,2021-09-09
2021-06-29,1878,2021-09-09
2021-06-28,1920,2021-09-09
2021-06-27,1164,2021-09-09
2021-06-26,1058,2021-09-09
2021-06-25,1306,2021-09-09
2021-06-24,1391,2021-09-09
2021-06-23,1224,2021-09-09
2021-06-22,1292,2021-09-09
2021-06-21,1372,2021-09-09
2021-06-20,781,2021-09-09
2021-06-19,738,2021-09-09
2021-06-18,915,2021-09-09
2021-06-17,1018,2021-09-09
2021-06-16,1060,2021-09-09
2021-06-15,1019,2021-09-09
2021-06-14,1133,2021-09-09
2021-06-13,691,2021-09-09
2021-06-12,664,2021-09-09
2021-06-11,840,2021-09-09
2021-06-10,868,2021-09-09
2021-06-09,918,2021-09-09
2021-06-08,1044,2021-09-09
2021-06-07,1023,2021-09-09
